"249180020","WARSZOWICE","2012","10","01",.3,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","02",4.6,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","04",8.6,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","06",1.8,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","07",17.1,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","08",.0,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","10",.7,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","11",.3,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","12",.4,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","15",1.3,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","16",17.0,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","22",.3,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","23",.2,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","24",.3,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","25",1.1,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","26",14.9,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","27",21.7,"","S",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2012","10","28",.0,"9","",5,"",5,"","1","","*",""
"249180020","WARSZOWICE","2012","10","29",6.5,"","S",8,"",3,"","1","","*",""
"249180020","WARSZOWICE","2012","10","30",1.8,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","02",.2,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","04",3.7,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","06",1.8,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","07",18.9,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","11",.0,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","12",3.0,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","15",3.1,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","16",17.2,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","24",.6,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","25",.5,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","26",13.9,"","W",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","27",21.2,"","S",0,"9",0,"9","","9",".",""
"249180030","CHA£UPKI","2012","10","28",.0,"9","",2,"",2,"","5","","*",""
"249180030","CHA£UPKI","2012","10","29",6.2,"","S",0,"9",0,"9","","9","pl",""
"249180030","CHA£UPKI","2012","10","30",.8,"","W",2,"",2,"","5","","*",""
"249180040","WIS£A WIELKA","2012","10","02",4.5,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","04",7.9,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","06",1.8,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","07",21.1,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","12",1.0,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","15",1.5,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","16",18.2,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","25",.9,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","26",17.1,"","W",0,"9",0,"9","","9",".",""
"249180040","WIS£A WIELKA","2012","10","27",20.7,"","S",0,"9",0,"9","","9",".",""
