50.87259191937297, 22.453136126895775, ALEKSANDR”WKA
53.04994530122072, 22.99416652548709, BACIUTY
53.068047585070694, 22.125365425482794, BACZE SUCHE
54.09221051402265, 22.6650255747961, BAKA£ARZEWO
54.24783732304209, 22.047028574686262, BANIE MAZURSKIE
54.21647400150367, 21.357565424697032, BARCIANY
50.50078642431541, 16.768115243083333, BARDO åL•SKIE
53.12647738284847, 18.056801975419944, BARTODZIEJE
53.74301882602376, 16.371902334589613, BARWICE
52.32350241056209, 14.949770402154297, BOCZ”W
50.89583286122292, 15.010558836473844, BOGATYNIA
50.7579936344228, 16.23645238794622, BOGUSZ”W-GORCE
52.72346214232591, 14.576613975695109, BOLESZKOWICE
52.525055353112656, 21.554124415469502, BASIN”W
51.35473700286792, 19.369532281750942, BE£CHAT”W
52.65754043489965, 14.939407015468525, BIA£CZYK
51.12926769647782, 17.54929598416962, BIERUT”W
50.0909120373035, 19.09333961542276, BIERU— STARY
53.3068132524963, 14.65283916547512, BINOWO
53.86220547644607, 20.95561893437287, BISKUPIEC
50.3828315450805, 18.993625184134796, BOBROWNIKI
50.25613969475031, 16.89565451542973, BOLES£AW”W
50.92192374406998, 16.102593953544517, BOLK”W
50.92272772663539, 16.068224316397387, BOLK”W
50.622420377447895, 19.778941515439538, BONOWICE
52.559437822462584, 20.663871815466376, BORKOWO
52.28337186821848, 17.035049615469532, BOROWIEC
53.96732313053663, 17.31095665731677, BOROWY M£YN
54.25516419305735, 17.971757265486573, BORUCINO
50.86500562874925, 17.03798636641169, BOR”W
53.97729164598906, 18.230304615482467, BOØEPOLE SZLACHECKIE
50.05122101762527, 17.79532218410907, BRANICE
49.6998782081886, 18.902715053548118, BRENNA-LEåNICA
54.26003708862186, 18.081716615482506, BRODNICA
53.07400511189088, 19.870823715494502, BRUDNICE
54.48699169371206, 16.882916857318172, BRUSKOWO MA£E
51.26857970498949, 16.726469731717955, BRZEG DOLNY
49.44623224018906, 22.6210397153957, BRZEGI DOLNE
52.29223663325957, 18.10360880730933, BRZEèNIAK
53.053562980267635, 19.263123815467136, BRZUZE
53.97116850153779, 19.585554215480396, BUCZYNIEC
53.42915500988557, 18.244831334375853, BUKOWIEC
49.33852377623492, 20.109311581124366, BUKOWINA
50.709254102034045, 15.964577065443592, BUK”WKA
49.87472927325436, 21.072636815422815, BURZYN
53.532393198983904, 19.743304165469702, BYSZWA£D
54.293042508494, 18.53260841550729, B•KOWO
51.99423522467438, 16.29902996546678, B£OTNICA
50.66480904065101, 16.078636515423554, CHE£MSKO åL•SKIE
51.21489841082658, 20.16311101544999, CHE£STY
51.983036844232224, 17.876127984231744, CHOCZ
52.95641197174542, 14.43563233221462, CHOJNA
50.33092538503667, 21.44864458419517, CHORZEL”W
53.16880447879778, 15.430421184303734, CHOSZCZNO
50.12951462537173, 19.373182665424473, CHRZAN”W
52.33884646888441, 17.737980615476314, CHWA£KOWICE
50.86986586225091, 15.981655465414057, CIECHANOWICE
50.89070309409557, 19.579611665439145, CIEL TNIKI
49.75594994913194, 18.658308031362242, CIESZYN
49.21083362353615, 22.330225457289114, CISNA
50.449828777165784, 19.716512615407805, CISOWA
49.7866024226334, 20.99222993409821, CI ØKOWICE
51.42609267560703, 21.45650441543532, CZARNA KOLONIA
53.840736683153324, 18.1185003323768, CZARNA WODA
52.95195887143167, 14.50820881547836, CZARTORYJA
50.3193235590703, 19.089179881481485, CZELADè
52.42899869176293, 17.488050947133527, CZERNIEJEWO II
52.944579381415856, 18.94619713433119, CZERNIKOWO
51.95844070633003, 16.79071941545242, CZERWONA WIEå
53.08389833144018, 16.13651023434313, CZ£OPA
54.66574771771811, 17.19897211549484, CZ£UCHY
52.96869378815286, 15.768342934303266, DOBIEGNIEW
53.90601906065567, 19.837429865462898, DOBROCIN
53.282553490233255, 21.863274307297377, DOBRYLAS
51.14532127170047, 19.409894165442346, DOBRYSZYCE
51.15874480996062, 23.806889815428928, DOROHUSK
53.38597918118717, 23.55817636546991, DRAHLE
53.53582533141676, 15.839369669281513, DRAWSKO POMORSKIE
52.84477727176547, 15.848201682154222, DREZDENKO
52.210363318437665, 16.824151067956095, DRUØYNA POZNA—SKA
53.68600589569062, 22.119513434340018, DRYGA£Y
51.796196852976834, 23.190288407301612, DUBICA G”RNA
54.13142648724028, 15.726244234398427, DYGOWO
53.04745688575401, 21.550960715475775, DZBENIN
53.57174631345623, 19.621629115465232, DZIARNY
50.729341537488, 16.65417688162941, DZIERØONI”W
50.13092713034279, 19.239079684142762, DZIE∆KOWICE
52.09927988837654, 18.827208934256603, D•BIE
51.26657206206418, 22.466664131739183, D•BROWICA
51.775587367914596, 20.730601515451305, D•BR”WKA STARA
52.29644940659004, 18.621008615460966, D BY SZLACHECKIE
54.221552664880114, 19.987533557302502, D£UGOB”R
50.24542645395133, 16.63252446539518, D£UGOPOLE-ZDR”J
53.82408099338739, 22.36684523233978, E£K
51.84851070348514, 20.986997715448723, FAL CIN
53.43961781944322, 20.33327865730374, FR•KNOWO
51.35885278458629, 23.1195516154156, GARBAT”WKA
53.61205206110848, 18.94615518233643, GARDEJA
53.23597381628591, 14.837251415456722, GIØYN
49.947118711060625, 18.974087115400845, GOCZA£KOWICE-ZDR”J
50.362605852684936, 19.604752015410703, GOLCZOWICE
49.66704895379748, 21.17280838118423, GORLICE
54.2739002275845, 18.17026668442296, GOR CZYNO
53.18901993235176, 16.42891845730693, GOSTOMIA
52.764722739085414, 14.325819615465933, GOZDOWICE
52.95081872015694, 17.310226284339066, GO£A—CZ
49.91465398447379, 18.515177563621386, GO£KOWICE
